1977,14,18,GRAHAM PARKER + THE RUMOUR,THE PINK PARKER,https://music.youtube.com/search?q=GRAHAM+PARKER+%2B+THE+RUMOUR+THE+PINK+PARKER
1977,16,17,J.J. CALE,COCAINE,https://music.youtube.com/search?q=J.J.+CALE+COCAINE
1977,16,20,SCAFELL PIKE,SKAGERACK,https://music.youtube.com/search?q=SCAFELL+PIKE+SKAGERACK
1977,18,18,JOE TEX,AIN'T GONNA BUMP NO MORE (WITH NO BIG FAT WOMAN),https://music.youtube.com/search?q=JOE+TEX+AIN%27T+GONNA+BUMP+NO+MORE+%28WITH+NO+BIG+FAT+WOMAN%29
1977,20,10,BONEY M.,MA BAKER,https://music.youtube.com/search?q=BONEY+M.+MA+BAKER
1977,20,12,LINDSEY DE PAUL & MIKE MORAN,ROCK BOTTOM,https://music.youtube.com/search?q=LINDSEY+DE+PAUL+%26+MIKE+MORAN+ROCK+BOTTOM
1977,20,13,SILVER CONVENTION,TELEGRAM,https://music.youtube.com/search?q=SILVER+CONVENTION+TELEGRAM
1977,20,17,BONEY M.,STILL I'M SAD,https://music.youtube.com/search?q=BONEY+M.+STILL+I%27M+SAD
1977,20,19,LA BELLE EPOQUE,BLACK IS BLACK / MISS BROADWAY,https://music.youtube.com/search?q=LA+BELLE+EPOQUE+BLACK+IS+BLACK+%2F+MISS+BROADWAY
1977,22,5,MARIE MYRIAM,L'OISEAU ET L'ENFANT,https://music.youtube.com/search?q=MARIE+MYRIAM+L%27OISEAU+ET+L%27ENFANT
1977,22,14,GENESIS,SPOT THE PIDGEON,https://music.youtube.com/search?q=GENESIS+SPOT+THE+PIDGEON
1977,22,17,PEPE LIENHARD BAND,SWISS LADY,https://music.youtube.com/search?q=PEPE+LIENHARD+BAND+SWISS+LADY
1977,22,19,DREAM EXPRESS,"A MILLION IN ONE, TWO, THREE",https://music.youtube.com/search?q=DREAM+EXPRESS+A+MILLION+IN+ONE%2C+TWO%2C+THREE
1977,22,20,SMOKIE,LAY BACK IN THE ARMS OF SOMEONE,https://music.youtube.com/search?q=SMOKIE+LAY+BACK+IN+THE+ARMS+OF+SOMEONE
1977,24,14,DR. HOOK,WALK RIGHT IN,https://music.youtube.com/search?q=DR.+HOOK+WALK+RIGHT+IN
1977,24,20,MONICA ASPELUND,LAPPONIA,https://music.youtube.com/search?q=MONICA+ASPELUND+LAPPONIA
1977,26,14,10CC,GOOD MORNING JUDGE,https://music.youtube.com/search?q=10CC+GOOD+MORNING+JUDGE
1977,26,15,"PASCALIS, MARIANNA, ROBERT AND BESSY",MATHEMA SOLFEGE,https://music.youtube.com/search?q=PASCALIS%2C+MARIANNA%2C+ROBERT+AND+BESSY+MATHEMA+SOLFEGE
1977,26,20,KRAFTWERK,TRANS-EUROPE EXPRESS,https://music.youtube.com/search?q=KRAFTWERK+TRANS-EUROPE+EXPRESS
1977,28,8,SEX PISTOLS,GOD SAVE THE QUEEN,https://music.youtube.com/search?q=SEX+PISTOLS+GOD+SAVE+THE+QUEEN
1977,30,9,BACCARA,"YES SIR, I CAN BOOGIE",https://music.youtube.com/search?q=BACCARA+YES+SIR%2C+I+CAN+BOOGIE
1977,30,14,SEX PISTOLS,PRETTY VACANT,https://music.youtube.com/search?q=SEX+PISTOLS+PRETTY+VACANT
1977,30,18,DONNA SUMMER,I FEEL LOVE,https://music.youtube.com/search?q=DONNA+SUMMER+I+FEEL+LOVE
1977,30,20,RAMONES,SHEENA IS A PUNK ROCKER,https://music.youtube.com/search?q=RAMONES+SHEENA+IS+A+PUNK+ROCKER
1977,32,10,MAGNUS UGGLA,VARNING PÅ STAN,https://music.youtube.com/search?q=MAGNUS+UGGLA+VARNING+P%C3%85+STAN
